Cabang,Kategori Barang,Kode Barang,Nama Barang,Jenis Barang,Def. Hrg. Jual Satuan #1,Kts (Semua Gdng),Nilai Satuan,Nilai Total,KATEGORI PEMBAYARAN;
Klender,AKSESORIS,100646,KABEL MOFIT TYPE C TO C,Persediaan,0.0,0,0.0,0.0,;
Klender,SPAREPART,108746,BUZER SAM A35 5G ORI,Persediaan,45000.0,0,0.0,0.0,CASH;
Klender,JASA,108619,JS HP SPAREPART BAWA - INTERFACE,Non Persediaan,0.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,AKSL-040,SPOTLITE TEMPERED GLASS MATTE CLEAR IPHONE 14 PRO,Persediaan,70000.0,0,0.0,0.0,TEMPO;
Klender,AKSESORIS,100214,TPGS. OPP A71,Persediaan,3450.0,0,0.0,0.0,;
Klender,SPAREPART,FLOFV-0019,FLOFV XIO MI MAX 2,Persediaan,16666.0,0,0.0,0.0,;
Klender,SPAREPART,LCD-0080,LCD.. SAM J2 PRO J250 F G,Persediaan,218249.1,0,0.0,0.0,;
Klender,AKSESORIS,AKOB-021,OLIKE MOUSE PAD MP2M BLACK,Persediaan,30000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,104374,IC POWER NETWORK POCO M3/REDMI 9T,Persediaan,67654.95,0,0.0,0.0,CASH;
Klender,AKSESORIS,AKRT-028,ROBOT KABEL DATA USB TO C SUPER FAST CHARGING 120W RQC100 WHITE,Persediaan,64000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,105893,LCD.. VIV V23 5G INCELL,Persediaan,263250.0,3,184000.0,552000.0,CASH;
Klender,SPAREPART,104538,BATER POCOPHONE M5S,Persediaan,175500.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,100649,BASEUS ADAPTOR CC3AL 24W,Persediaan,125000.0,0,0.0,0.0,;
Klender,JASA,108636,JS LP GANTI SSD - INTERFACE,Non Persediaan,0.0,0,0.0,0.0,;
Klender,AKSESORIS,AKRT-114,VIVAN POWER BANK USB 10.000 MAH 18 WATT BLACK VPB-M10,Persediaan,170000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,BATER-0022,BATER SAM A3 2017 A320M,Persediaan,103687.5,1,69125.0,69125.0,CASH;
Klender,LAPTOP,105816,LENOVO X1 CARBON G7 i5 GEN 8 TS 8/256GB,Persediaan,0.0,0,0.0,0.0,CASH;
Klender,SPAREPART,101681,LCD.. IPH 10S MAX/ IPH XS MAX OLED,Persediaan,555750.0,0,0.0,0.0,CASH;
Klender,SPAREPART,105616,PSU.. AEROCOOL LUX 550W 80 PLUS BRONZE,Persediaan,0.0,0,0.0,0.0,CASH;
Klender,SPAREPART,107535,KMRBK SAM A22,Persediaan,150000.0,1,108350.0,108350.0,CASH;
Klender,AKSESORIS,108683,VIVAN TWS EARPHONE SPORT S2 BLACK,Persediaan,250000.0,1,181386.527949,181386.527949,TEMPO;
Klender,AKSESORIS,106975,ROBOT ADAPTOR CHARGER RT-P20 WHITE,Persediaan,80000.0,7,42026.168224,294183.177568,TEMPO;
Klender,SPAREPART,108747,ICPWR SPU16R SAM A55 5G,Persediaan,145000.0,0,0.0,0.0,CASH;
Klender,PARFUM,108888,UMAIR QUANTUM 30ML,Persediaan,80000.0,109,72454.54545454128,7897545.454545,;
Klender,AKSESORIS,108873,LUNA POWERBANK 10000MAH PD25W PJ-4D,Persediaan,270000.0,8,187500.0,1500000.0,;
Klender,SPAREPART,101897,LCD.. IPH 6 B FST,Persediaan,146250.0,0,0.0,0.0,;
Klender,AKSESORIS,AKOB-022,OLIKE TYPE-C EARPHONES E203C BLACK,Persediaan,80000.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,AKSL-041,SPOTLITE TEMPERED GLASS MATTE CLEAR IPHONE 14 PROMAX,Persediaan,70000.0,0,0.0,0.0,TEMPO;
Klender,SPAREPART,105617,BATER ASS ZENFONE 8 / 8 MINI,Persediaan,0.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,AKRT-044,ROBOT MOUSE WIRELESS SILENT M210S BLACK,Persediaan,110000.0,0,0.0,1e-06,CASH;
Klender,SPAREPART,104396,GLASS KACA OPP A52,Persediaan,40000.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,100216,TPGS. OPP F3 PLUS,Persediaan,3450.0,0,0.0,0.0,;
Klender,SPAREPART,108763,FLOFV OPP A3 / A3X,Persediaan,20000.0,1,10000.0,10000.0,CASH;
Klender,JASA,108637,JS LP SOFTWARE - INTERFACE,Non Persediaan,0.0,0,0.0,0.0,;
Klender,AKSESORIS,AKRT-115,VIVAN POWER BANK MAGSAFE 10.000 MAH 20W VPB-W11 BLACK,Persediaan,270000.0,1,200000.0,200000.0,CASH;
Klender,SPAREPART,106464,ICPWR PM6250 102 REDMI NOTE 9 PRO,Persediaan,79489.5,1,52993.8,52993.8,CASH;
Klender,JASA,100106,JASA REPAIR,Jasa,190000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,107870,ICCRG ADV P15E,Persediaan,102975.0,0,0.0,0.0,;
Klender,SPAREPART,100673,KNCRG SAM A01,Persediaan,15250.0,0,0.0,0.0,;
Klender,SPAREPART,LCD-0122,LCD.. XIO REDMI NOTE 3 NOTE 3 PRO G,Persediaan,243000.0,3,180000.0,540000.0,;
Klender,AKSESORIS,100656,BASEUS WIRELESS EARPHONE E16,Persediaan,0.0,0,0.0,0.0,;
Klender,SPAREPART,108767,IC... BASEBAND IPH XS /XS MAX /XR PMB6829,Persediaan,50000.0,1,48500.0,48500.0,CASH;
Klender,JASA,108716,JS HP All Z & S Series - NORMAL,Non Persediaan,0.0,0,0.0,0.0,CASH;
Klender,JASA,104360,JASA AKTIVASI WINDOWS + OFFICE,Jasa,0.0,0,0.0,0.0,CASH;
Klender,SPAREPART,108722,LCD.. SAM A07 5G A076B,Persediaan,190000.0,1,165000.0,165000.0,CASH;
Klender,AKSESORIS,108874,LUNA TWS PEGASUS BLUETOOTH TJ-4F,Persediaan,110000.0,8,94000.0,752000.0,;
Klender,JASA,108638,JS LP BATERAI - INTERFACE,Non Persediaan,0.0,0,0.0,0.0,;
Klender,AKSESORIS,AKRT-116,VIVAN POWER BANK MAGSAFE 20.000 MAH 22W VPB-W20,Persediaan,350000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,105894,FLFNG XIO REDMI NOTE 10 5G/ POCO M3PRO5G,Persediaan,75000.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,AKRT-051,ROBOT MOUSE WIRELESS EXTEND BUTTON M370 BLACK,Persediaan,120000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,104537,FLFNG PRINT INF NOTE 11 PRO,Persediaan,74250.0,0,0.0,0.0,CASH;
Klender,SPAREPART,105912,FLFNG SAM J5 PRO/ J7 PRO,Persediaan,49500.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,100223,TPGS. SAM J2 PRIME/GRAND PRIME,Persediaan,3450.0,0,0.0,2e-06,;
Klender,AKSESORIS,100681,SOFTCASE SAM A13 4G,Persediaan,0.0,0,0.0,0.0,;
Klender,SPAREPART,106466,BCKDR OPPO RENO 6 5G,Persediaan,70125.0,2,42500.0,85000.0,CASH;
Klender,AKSESORIS,AKOB-023,OLIKE TYPE-C EARPHONES E203C BLACK,Persediaan,80000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,101908,LCD.. XIO REDMI 5A W FST,Persediaan,145837.8,0,0.0,1e-06,;
Klender,SPAREPART,FLOFV-0022,FLOFV XIO MI4 i NET CELLIINDO,Persediaan,15242.0,9,7621.91358,68597.22222,CASH;
Klender,SPAREPART,107313,CSGFL IPH 12 PRO,Persediaan,102750.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,AKSL-042,SPOTLITE TEMPERED GLASS MATTE CLEAR IPHONE 15,Persediaan,70000.0,0,0.0,0.0,TEMPO;
Klender,SPAREPART,104410,HONGTAI RAM DDR3 1600MHZ SODIMM 8GB,Persediaan,193050.0,3,143500.0,430500.0,CASH;
Klender,SPAREPART,106376,FLLCD LPT LENOVO IDEAPAD SLIM 3,Persediaan,155000.0,0,0.0,0.0,CASH;
Klender,JASA,102325,JASA BATERAI TIDAK TANAM,Jasa,140000.0,0,0.0,0.0,;
Klender,SPAREPART,107545,LCD.. SAM A07 4G A075B,Persediaan,200000.0,2,170000.0,340000.0,CASH;
Klender,SPAREPART,108768,BATER RLM 8 PRO/ 9 PRO PLUS BLP837,Persediaan,150000.0,1,125000.0,125000.0,CASH;
Klender,SPAREPART,100472,BATER XIO MI 10T,Persediaan,150000.0,1,117000.0,117000.0,;
Klender,AKSESORIS,AKSL-043,SPOTLITE TEMPERED GLASS MATTE CLEAR IPHONE 15 PLUS,Persediaan,70000.0,0,0.0,0.0,TEMPO;
Klender,SPAREPART,105922,SPKR. LPT LENOVO THINKBOOK 14 G2 G3,Persediaan,392600.0,1,317250.0,317250.0,CASH;
Klender,AKSESORIS,AKOB-024,OLIKE TYPE-C EARPHONES E203C WHITE,Persediaan,80000.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,100225,TPGS. SAM A520 A5 2017,Persediaan,3450.0,0,0.0,0.0,;
Klender,SPAREPART,100682,LCD.. SAM A20S A207 A207F B FST,Persediaan,145349.1,2,127500.0,255000.0,CASH;
Klender,SPAREPART,105210,KYBRD LPT ACER 4736,Persediaan,127500.0,0,0.0,0.0,CASH;
Klender,SPAREPART,102128,FLCRG INF NOTE 7 X690,Persediaan,0.0,0,0.0,0.0,;
Klender,SPAREPART,108769,FLOFV TAB SAM S7 ORI,Persediaan,300000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,107073,BATER NOK 4.2,Persediaan,99999.0,3,66666.66666666667,200000.0,;
Klender,SPAREPART,104421,FLONF SAM M20 M205 M205F B,Persediaan,26666.0,0,0.0,0.0,;
Klender,SPAREPART,105631,COVER ATAS KEYBOARD LENOVO G40-80,Persediaan,0.0,0,0.0,0.0,CASH;
Klender,SPAREPART,104539,FLCRG POCO F4,Persediaan,72634.65,4,39510.75,158043.0,CASH;
Klender,AKSESORIS,100699,APPLE KEYBOARD MAGIC + PENCIL,Persediaan,2000000.0,0,0.0,0.0,;
Klender,AKSESORIS,AKRT-052,ROBOT MOUSE WIRELESS SILENT FASHINONABLE BLACK M390,Persediaan,130000.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,103489,VOUCHER SMARTFREN (5) UNL (2GB/HARI) 7HARI,Persediaan,27000.0,12,24050.00000025,288600.000003,CASH;
Klender,SPAREPART,105290,KNCRG SAM A52,Persediaan,14772.0,0,0.0,1e-06,;
Klender,AKSESORIS,AKRT-117,ROBOT POWER BANK USB 10.000 MAH 12W RT180S BLACK,Persediaan,200000.0,3,111000.0,333000.0,CASH;
Klender,JASA,JASCSGFL,JASA CASING FULL,Jasa,127500.0,0,0.0,0.0,;
Klender,SPAREPART,108017,LCD.. SAM A06 5G,Persediaan,185000.0,3,135000.0,405000.0,CASH;
Klender,AKSESORIS,108723,TPGS VIVO V21 5G,Persediaan,25000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,108770,MESIN MOTHERBOARD LPT LENOVO B40 70,Persediaan,800000.0,1,788000.0,788000.0,CASH;
Klender,AKSESORIS,108875,LUNA HEADPHONE ZENITH BLUETOOTH HJ-4K,Persediaan,192000.0,3,140000.0,420000.0,;
Klender,SPAREPART,100771,BATER APL MACBOOK AIR A1466 (A1405),Persediaan,390000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,104426,FRLCD INF HOT 12 PLAY,Persediaan,50325.0,1,30500.0,30500.0,CASH;
Klender,AKSESORIS,AKRT-055,ROBOT MOUSE PAD 25 X 21 CM RP05-M,Persediaan,35000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,FLVLM-0002,FLVLM OPP A33 NEO7,Persediaan,14366.0,3,7183.333333,21549.999999,;
Klender,SPAREPART,104547,KLEM KABEL,Persediaan,90000.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,100227,TPGS. SAM A720 A7 2017,Persediaan,3450.0,0,0.0,0.0,;
Klender,SPAREPART,104441,BATER OPP REALME 9,Persediaan,144450.0,0,0.0,0.0,CASH;
Klender,SPAREPART,108889,BATER LPT LENOVO L20D3PC2,Persediaan,0.0,0,0.0,0.0,;
Klender,SPAREPART,106035,FLCRG OPP A16K,Persediaan,40000.0,6,20000.0,120000.0,;
Klender,SPAREPART,103573,FLCRG SAM A536B/A53 5G,Persediaan,97500.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,AKSL-044,SPOTLITE TEMPERED GLASS MATTE CLEAR IPHONE 15 PRO,Persediaan,70000.0,0,0.0,0.0,TEMPO;
Klender,AKSESORIS,AKOB-025,OLIKE TYPE-C EARPHONES E203C WHITE,Persediaan,80000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,106470,LISENSI,Persediaan,36750.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,AKRT-118,VIVAN POWER BANK TYPE C DUAL CHARGING 10.000 MAH VPB-E10,Persediaan,221000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,102099,PERNIK SAM A8 2018,Persediaan,41000.0,0,0.0,0.0,;
Klender,SPAREPART,103558,BATER IPH 12 MINI,Persediaan,310700.0,0,0.0,0.0,CASH;
Klender,SPAREPART,105638,SLTSM SAM A10S,Persediaan,30000.0,0,0.0,0.0,;
Klender,JASA,108719,JS PC AIO & iMac - NORMAL,Non Persediaan,0.0,0,0.0,0.0,;
Klender,JASA,JASEMMC,JASA EMMC,Jasa,285000.0,0,0.0,0.0,;
Klender,SPAREPART,108724,FRLCD VIV V21 5G,Persediaan,50000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,101717,FLVLM OPP A5S A7 REALME 3,Persediaan,15000.0,9,10185.283950444444,91667.555554,CASH;
Klender,JASA,108641,JS LP PASTA + CLEAN UP - NORMAL,Non Persediaan,0.0,0,0.0,0.0,;
Klender,SPAREPART,106036,FLCRG OPP A16 / A54 4G,Persediaan,45000.0,1,22700.0,22700.0,CASH;
Klender,AKSESORIS,108880,ANKER ZOLO CHARGER 25WATT GAN BLACK-A2656L11,Persediaan,0.0,3,140000.0,420000.0,;
Klender,SPAREPART,102176,LCD.. SAM A73 5G OLED,Persediaan,650000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,105649,LCD.. XIO MI 10 5G OLED,Persediaan,0.0,0,0.0,0.0,CASH;
Klender,SPAREPART,108890,FLEXI WIRELESS NFC + FLEXIBEL FLASH IPH 14 ORI,Persediaan,0.0,0,0.0,0.0,;
Klender,SPAREPART,105690,FLCRG INF NOTE 40 PRO 5G,Persediaan,97500.0,0,0.0,0.0,CASH;
Klender,SPAREPART,100353,SKL TPLINK 8 PORT,Persediaan,143775.0,0,0.0,0.0,;
Klender,SPAREPART,104428,FLBRD SAM M51,Persediaan,51562.5,0,0.0,0.0,;
Klender,AKSESORIS,AKRT-119,VIVAN POWER BANK 4 PORT SMART 50.000 MAH 65W VPB-B50,Persediaan,686000.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,AKRT-061,ROBOT POWER BANK 4 PORT 20000 MAH RT22S,Persediaan,300000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,105340,PERNIK XIO REDMI NOTE 11 4G /NOTE 11S /POCO M4 PRO,Persediaan,25000.0,1,12500.0,12500.0,CASH;
Klender,AKSESORIS,AKSL-045,SPOTLITE TEMPERED GLASS MATTE CLEAR IPHONE 15 PROMAX,Persediaan,70000.0,0,0.0,0.0,TEMPO;
Klender,AKSESORIS,100960,FOOMEE HEADSET QA46,Persediaan,0.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,100230,TPGS. SAM S4/I9500,Persediaan,3450.0,0,0.0,0.0,;
Klender,SPAREPART,100923,TPGS. XIO REDMI NOTE 12,Persediaan,14000.0,0,0.0,0.0,;
Klender,AKSESORIS,AKNK-008,A2347L21 Anker 20W USB-C Wall Charger White,Persediaan,105000.0,0,0.0,0.0,CASH;
Klender,JASA,JASFLBRD,JASA FLEKSIBEL BOARD (JALUR),Jasa,150000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,101820,LCD.. VIV V21 5G/ V25E /T1 PRO 5G INCELL,Persediaan,190000.0,4,156679.99999975,626719.999999,CASH;
Klender,SPAREPART,108725,PERNIK SAM Z FLIP 5,Persediaan,30000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,108726,MODUL WIFI MACBOOK,Persediaan,375000.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,AKSL-046,SPOTLITE TEMPERED GLASS MATTE CLEAR IPHONE 16,Persediaan,70000.0,0,0.0,0.0,TEMPO;
Klender,SPAREPART,102362,LCD.. SAM A31 A315F B INCELL,Persediaan,189000.0,4,143524.999999,574099.999996,CASH;
Klender,AKSESORIS,100232,TPGS. SAM J5,Persediaan,2875.0,0,0.0,0.0,;
Klender,AKSESORIS,AKRT-079,ROBOT TWS PORT CHARGER TYPE C WATERPROOF 5.3 T60 PRO BLACK,Persediaan,185000.0,1,130000.0,130000.0,CASH;
Klender,SPAREPART,FLONF-0002,FLONF OPP A33 NEO7,Persediaan,13666.0,2,6833.1666665,13666.333333,;
Klender,SPAREPART,106037,BATER XIO REDMI NOTE 2,Persediaan,82500.0,0,0.0,0.0,;
Klender,AKSESORIS,AKRT-120,ROBOT POWER BANK MAGSAFE 10.000 mAh FAST CHARGING RT15,Persediaan,290000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,104432,KONEKTOR LCD INF HOT 9 PLAY,Persediaan,47000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,105341,FLEX. SPKR ATAS IPH 13,Persediaan,257850.0,1,191000.0,191000.0,CASH;
Klender,SPAREPART,106490,BATER LPT ACER ASPIRE  V5-132 V5-132P V5-122 AC13C34,Persediaan,255150.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,100961,FOOMEE KD DD09 ELBOW MICRO,Persediaan,0.0,0,0.0,2.8e-05,CASH;
Klender,SPAREPART,105685,FLOFV POCO F2,Persediaan,36000.0,0,0.0,0.0,;
Klender,SPAREPART,101592,KMRBK IPH 6 PLUS,Persediaan,97408.5,0,0.0,0.0,;
Klender,AKSESORIS,AKNK-009,A2347L11 Anker 20W USB-C Wall Charger Black,Persediaan,105000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,107749,HOUSING VIV V19,Persediaan,142965.0,2,105900.0,211800.0,;
Klender,JASA,108642,JS LP FAN - NORMAL,Non Persediaan,0.0,0,0.0,0.0,;
Klender,JASA,JASFLONF,JASA FLEKSIBEL ON/OFF,Jasa,162000.0,0,0.0,0.0,;
Klender,JASA,108721,JS HP PROMO LCD 78K <300,Non Persediaan,50000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,108771,CSGFL CUSTOM IPH XR TO 15 PRO,Persediaan,325000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,108496,RAM.. PC DDR3 4GB PC12800 LONGDIM,Persediaan,175000.0,0,0.0,-1e-06,CASH;
Klender,AKSESORIS,108881,ANKER ZOLO CHARGER 30WATT GAN WHITE-A2698L21,Persediaan,0.0,2,110000.0,220000.0,;
Klender,SPAREPART,105711,BUZER IPH 12/12 PRO,Persediaan,0.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,AKRT-121,ROBOT POWER BANK TYPE C 10.000 MAH 10.5W RT17,Persediaan,155000.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,AKNK-010,A2698L11 -Anker Zolo Charger 30W 1C GaN Black,Persediaan,156000.0,0,0.0,0.0,CASH;
Klender,JASA,108643,JS LP SPEAKER - NORMAL,Non Persediaan,0.0,0,0.0,0.0,;
Klender,SPAREPART,104453,BATER TANAM LPT LNV X270,Persediaan,354250.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,AKSL-047,SPOTLITE TEMPERED GLASS MATTE CLEAR IPHONE 16 PRO,Persediaan,70000.0,0,0.0,0.0,TEMPO;
Klender,AKSESORIS,AKRT-082,ROBOT CONVERTER VGA TO TYPE C 1920X1080 HT300,Persediaan,126000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,106044,BATER RLM REALME X,Persediaan,114000.0,1,76000.0,76000.0,;
Klender,SPAREPART,104557,LEM OCHA KERING,Persediaan,40000.0,0,0.0,0.0,CASH;
Klender,JASA,100112,JASA FRAME LCD,Jasa,175000.0,0,0.0,0.0,;
Klender,SPAREPART,106492,KYBRD LPT LENOVO YOGA 12 S1,Persediaan,614250.0,0,0.0,0.0,CASH;
Klender,JASA,108764,JS HP PROMO LCD 78K 300 s.d 699,Non Persediaan,75000.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,100234,TPGS. SAM NOTE 4,Persediaan,3450.0,0,0.0,0.0,;
Klender,SPAREPART,BATER-0016,BATER LNV K900,Persediaan,94500.0,2,63000.0,126000.0,;
Klender,SPAREPART,100358,FLONF OPP A57 / A77S,Persediaan,25000.0,4,10051.94805225,40207.792209,CASH;
Klender,AKSESORIS,101086,TPGS. VIV Y12i,Persediaan,5000.0,0,0.0,0.0,;
Klender,SPAREPART,104091,BATER VIV T1 5G,Persediaan,142500.0,2,95000.0,190000.0,CASH;
Klender,SPAREPART,108891,ICLPT BD4179 BD 4179,Persediaan,0.0,0,0.0,0.0,;
"Klender,JASA,108765,""JS HP PROMO LCD 78K 700 s.d 1,3jt"",Non Persediaan,250000.0,0,0.0,0.0,CASH";
Klender,SPAREPART,106273,SSD.. NVME HYPER 512GB V-GEN NEW,Persediaan,1725000.0,1,1683000.0,1683000.0,CASH;
Klender,SPAREPART,108772,ICRAM OPPO A3X,Persediaan,120000.0,1,118000.0,118000.0,CASH;
Klender,SPAREPART,108773,EMMC. KMDP6001DA 4/64,Persediaan,300000.0,1,275000.0,275000.0,CASH;
Klender,AKSESORIS,AKRT-122,ROBOT POWER BANK MAGSAFE 5.000 MAH FAST CHARGING RT05,Persediaan,227000.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,101090,TPGS. VIV S1 PRO,Persediaan,0.0,0,0.0,0.0,;
Klender,SPAREPART,105714,SPKR. ATAS BLACK SHARK 2,Persediaan,0.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,AKRT-083,ROBOT USB HUB 3 PORT + ETHERNET LAN HEA100,Persediaan,152000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,104558,FRLCD OPP REALME C55,Persediaan,49500.0,1,30000.0,30000.0,CASH;
Klender,AKSESORIS,100235,TPGS. SAM A6 PLUS/J8/J8 2018,Persediaan,3450.0,0,0.0,0.0,;
Klender,SPAREPART,106045,FLCRG RLM REALME X,Persediaan,34500.0,1,17250.0,17250.0,;
Klender,AKSESORIS,104531,SANDISK MMC 256GB,Persediaan,0.0,0,0.0,0.0,CASH;
Klender,SPAREPART,106493,MESIN CNC ATAS IPH 12 PRO MAX,Persediaan,395850.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,AKSL-048,SPOTLITE TEMPERED GLASS MATTE CLEAR IPHONE 16 PROMAX,Persediaan,70000.0,0,0.0,0.0,TEMPO;
Klender,SPAREPART,103091,KMRBK VIV Y91 Y93 Y95,Persediaan,90499.5,1,63555.555556,63555.555556,;
Klender,AKSESORIS,AKNK-011,B2698L11 Anker Zolo Charger 30W PD 3.0 C-C Cable 3ft Black,Persediaan,179000.0,0,0.0,0.0,CASH;
Klender,JASA,108644,JS LP PALMREST - NORMAL,Non Persediaan,0.0,0,0.0,0.0,;
Klender,SPAREPART,104459,BATER LPT HP PAVILION X360 13103XL,Persediaan,325000.0,1,250000.0,250000.0,CASH;
Klender,SPAREPART,105029,BATER INF HOT 30i/SMART 8/8 PRO/SMART 7 BL-49NX,Persediaan,141750.0,4,116035.71428525,464142.857141,CASH;
Klender,SPAREPART,108024,PERNIK OPP A12,Persediaan,12152.0,0,0.0,0.0,;
Klender,JASA,102324,JASA GANTI BATERAI TANAM,Jasa,266000.0,0,0.0,0.0,;
Klender,AKSESORIS,108882,ANKER ZOLO CHARGER 30WATT GAN BLACK-A2698L11,Persediaan,0.0,2,110000.0,220000.0,;
Klender,SPAREPART,108353,TSC.. IPAD 9 B,Persediaan,200000.0,1,110000.0,110000.0,CASH;
Klender,AKSESORIS,100701,FOOMEE EARPHONE QA26S,Persediaan,0.0,1,18000.0,18000.0,;
Klender,SPAREPART,108892,BATER MOTOROLA G45,Persediaan,0.0,0,0.0,0.0,;
Klender,AKSESORIS,AKSL-049,SPOTLITE CASE MAGSAFE IPHONE 12,Persediaan,150000.0,0,0.0,0.0,TEMPO;
Klender,SPAREPART,105728,MESIN OPP A31 NORMAL,Persediaan,0.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,100247,TPGS. OPP RENO,Persediaan,3450.0,0,0.0,0.0,;
Klender,SPAREPART,106046,FLCRG RLM REALME 7 PRO,Persediaan,44000.0,1,22000.0,22000.0,;
Klender,AKSESORIS,101368,SOFTCASE FLIP SAM A32 4G,Persediaan,0.0,0,0.0,0.0,;
Klender,JASA,108645,JS LP BACK CASE - NORMAL,Non Persediaan,0.0,0,0.0,0.0,;
Klender,AKSESORIS,AKNK-012,A2692L21 Anker Charger 45W 1C White,Persediaan,239000.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,104325,REBORN KABEL DATA C TO C LED 65W 100CM BLACK RPD-C,Persediaan,150000.0,0,0.0,0.0,KONSI;
Klender,SPAREPART,101328,FLVLM OPP A39,Persediaan,12000.0,6,6000.0,36000.0,;
Klender,SPAREPART,106494,FLEX. TOUCHPAD LPT LENOVO YOGA 12 S1,Persediaan,94500.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,104720,FOOMEE NA03 DATA CABLE IPHONE,Persediaan,45000.0,0,0.0,-5.1e-05,CASH;
Klender,SPAREPART,104561,SWITCH ON OFF AXIOO PICO,Persediaan,76395.0,0,0.0,0.0,CASH;
Klender,SPAREPART,104478,FLBRD SAM NOTE 10 LITE ORI,Persediaan,150000.0,1,135250.0,135250.0,CASH;
Klender,AKSESORIS,AKRT-123,VIVAN TWS PORT CHARGER TYPE C LIBERTY T100E,Persediaan,154000.0,0,0.0,0.0,CASH;
Klender,AKSESORIS,AKRT-086,ROBOT USB HUB 4 PORT H140-80,Persediaan,80000.0,10,41500.0,415000.0,CASH;
Klender,SPAREPART,107882,IC... MT6366MW,Persediaan,90000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,100614,TCS.. SAM TAB P205,Persediaan,141750.0,0,0.0,-1e-06,;
Klender,JASA,102323,JASA GANTI DVD DRIVE,Jasa,210000.0,0,0.0,0.0,;
Klender,AKSESORIS,108883,ANKER 322 CABLE USB-C TO LIGHTNING 3FT BRAIDED BLACK-A81B5H11,Persediaan,0.0,2,160000.0,320000.0,;
Klender,SPAREPART,108774,KYBRD LPT HP 13 AQ BACKLIGHT,Persediaan,260000.0,0,0.0,0.0,CASH;
Klender,SPAREPART,108775,FLONF RLM 7,Persediaan,15000.0,2,10000.0,20000.0,CASH;
Klender,SPAREPART,105734,FRLCD XIO POCO F3,Persediaan,0.0,0,0.0,0.0,;
Klender,SPAREPART,104481,RAM.. SODIM DDR3 8GB PC3L 12800 HYNIX NEW,Persediaan,296832.9,0,0.0,0.0,;
Klender,AKSESORIS,101369,SOFTCASE SAM A50 FLIP,Persediaan,0.0,0,0.0,0.0,;
Klender,JASA,108646,JS LP ENGSEL - NORMAL,Non Persediaan,0.0,0,0.0,0.0,;
Klender,AKSESORIS,AKNK-013,A81F5H21Anker 322 USB-C to USB-C Cable (3ft Braided) White,Persediaan,68000.0,1,45000.0,45000.0,CASH;
Klender,SPAREPART,105943,FRLCD INF NOTE 40 PRO,Persediaan,90000.0,1,70198.0,70198.0,CASH;
Klender,SPAREPART,105271,FAN.. LPT DELL,Persediaan,150000.0,2,100000.0,200000.0,CASH;
